,time,xpos,ypos,zpos,xdot,ydot,zdot,roll,pitch,yaw,ang_roll,ang_pitch,ang_yaw,in_roll,in_pitch,in_yaw,target_xpos,target_ypos,target_zpos,payload_temp,energy,adcs_mode,payload_mode
1564,62.56,479995.08123513416,0.0,-400000.0,7672.555646341823,0.0,0.0,5.508597710189022e-10,-1.0828257862117445,-0.11558200518907033,-1.5831059591637162e-09,-0.01486689785446672,-0.004172505233695739,0.0,-1.0924620932312903,-0.11830963453201154,685790.0,-24480.0,0.0,20.0187337895487,21.879999999999157,3.0,5.0
1565,62.6,480301.9834609878,0.0,-400000.0,7672.555646341823,0.0,0.0,4.893518917786784e-10,-1.0834205532754162,-0.11574902547655083,-1.406669019836189e-09,-0.014876011288835892,-0.004184525962004847,0.0,-1.0930627386089111,-0.11848455484105176,685790.0,-24480.0,0.0,20.0187337895487,21.859999999999154,3.0,5.0
1566,62.64,480608.88568684144,0.0,-400000.0,7672.555646341823,0.0,0.0,4.346994698224345e-10,-1.0840156848165023,-0.11591652711050057,-1.2498571606676392e-09,-0.014885118788818654,-0.004196598497660405,0.0,-1.093663745252312,-0.11865999072043378,685790.0,-24480.0,0.0,19.935389488551674,21.83999999999915,3.0,5.0
1567,62.68,480915.7879126951,0.0,-400000.0,7672.555646341823,0.0,0.0,3.8613992248997053e-10,-1.084611180600013,-0.11608451216616529,-1.1104922000305282e-09,-0.014894220585159226,-0.0042087231364041815,0.0,-1.0942651129970156,-0.11883594444210809,685790.0,-24480.0,0.0,19.935389488551674,21.819999999999148,3.0,5.0
1568,62.72,481222.6901385487,0.0,-400000.0,7672.555646341823,0.0,0.0,3.4299531204785874e-10,-1.0852070403998848,-0.11625298273064262,-9.866371375541372e-10,-0.014903316879151527,-0.004220900176205314,0.0,-1.0948668416769036,-0.1190124182913292,685790.0,-24480.0,0.0,19.935389488551674,21.799999999999145,3.0,5.0
1569,62.76,481529.5923644024,0.0,-400000.0,7672.555646341823,0.0,0.0,3.046629725524509e-10,-1.085803263997836,-0.11642194090297128,-8.765695192237243e-10,-0.014912407845811063,-0.00423312991726633,0.0,-1.0954689311242096,-0.11918941456675271,685790.0,-24480.0,0.0,19.935389488551674,21.77999999999914,3.0,5.0
1570,62.800000000000004,481836.494590256,0.0,-400000.0,7672.555646341823,0.0,0.0,2.7060717192845e-10,-1.0863998511823445,-0.11659138879422051,-7.787577353293961e-10,-0.01492149363670612,-0.004245412662030651,0.0,-1.0960713811695146,-0.1193669355805331,685790.0,-24480.0,0.0,19.935389488551674,21.75999999999914,3.0,5.0
1571,62.84,482143.39681610966,0.0,-400000.0,7672.555646341823,0.0,0.0,2.403516952611223e-10,-1.0869968017477352,-0.11676132852757973,-6.91839929372486e-10,-0.014930574382483556,-0.004257748715191483,0.0,-1.0966741916417415,-0.11954498365842257,685790.0,-24480.0,0.0,19.892875951273954,21.739999999999135,3.0,5.0
1572,62.88,482450.2990419633,0.0,-400000.0,7672.555646341823,0.0,0.0,2.134732478137768e-10,-1.0875941154933673,-0.11693176223844866,-6.146052312366759e-10,-0.014939650195122412,-0.0042701383837019475,0.0,-1.0972773623681484,-0.11972356113987061,685790.0,-24480.0,0.0,19.892875951273954,21.719999999999132,3.0,5.0
1573,62.92,482757.20126781694,0.0,-400000.0,7672.555646341823,0.0,0.0,1.8959558742714817e-10,-1.0881917922229078,-0.11710269207452782,-5.459770592974119e-10,-0.014948721169944687,-0.004282581976786329,0.0,-1.0978808931743242,-0.11990267037812444,685790.0,-24480.0,0.0,19.892875951273954,21.69999999999913,3.0,5.0
